       0.2466205904E-01      0.9999925001E+00      0.9999888835E+00      0.9999977738E+00      0.9999911096E+00      0.1000008890E+01      0.7643090707E-02      0.1000001113E+01      0.1000000000E+01      0.6082232407E-03      0.4054808975E-03      0.1644133174E+04      0.7115044691E-02      0.9999900001E+00
       0.3419929088E-01      0.9999800004E+00      0.9999722167E+00      0.9999977732E+00      0.9999744435E+00      0.1000025557E+01      0.1469753657E-01      0.1000001113E+01      0.1000000000E+01      0.1169622691E-02      0.7797434322E-03      0.8549765796E+03      0.1161860148E-01      0.9999733339E+00
       0.4308811921E-01      0.9999600016E+00      0.9999455496E+00      0.9999977710E+00      0.9999477785E+00      0.1000052224E+01      0.2333057394E-01      0.1000001113E+01      0.1000000000E+01      0.1856685047E-02      0.1237775446E-02      0.5385943138E+03      0.1643069087E-01      0.9999466688E+00
       0.4932325492E-01      0.9999400036E+00      0.9999188820E+00      0.9999977673E+00      0.9999211145E+00      0.1000078892E+01      0.3057129283E-01      0.1000001114E+01      0.1000000000E+01      0.2432978125E-02      0.1621957650E-02      0.4110189079E+03      0.2012280072E-01      0.9999200048E+00
       0.5192372935E-01      0.9999300049E+00      0.9999055482E+00      0.9999977650E+00      0.9999077830E+00      0.1000092226E+01      0.3387989868E-01      0.1000001114E+01      0.1000000000E+01      0.2696325339E-02      0.1797514658E-02      0.3708751310E+03      0.2173478293E-01      0.9999066732E+00
       0.5428690456E-01      0.9999200064E+00      0.9998922142E+00      0.9999977623E+00      0.9998944517E+00      0.1000105559E+01      0.3703399006E-01      0.1000001114E+01      0.1000000000E+01      0.2947382408E-02      0.1964877482E-02      0.3392841093E+03      0.2323511181E-01      0.9998933419E+00
       0.5847840533E-01      0.9999000100E+00      0.9998655460E+00      0.9999977558E+00      0.9998677899E+00      0.1000132228E+01      0.4297356571E-01      0.1000001115E+01      0.1000000000E+01      0.3420179934E-02      0.2280056584E-02      0.2923822838E+03      0.2597686549E-01      0.9998666800E+00
       0.7367571787E-01      0.9998000400E+00      0.9997321996E+00      0.9999977021E+00      0.9997344969E+00      0.1000265574E+01      0.6821173606E-01      0.1000001121E+01      0.1000000000E+01      0.5429559359E-02      0.3619508980E-02      0.1841770194E+03      0.3673132619E-01      0.9997333867E+00
       0.8433483222E-01      0.9997000900E+00      0.9995988443E+00      0.9999976128E+00      0.9996012305E+00      0.1000398929E+01      0.8937670200E-01      0.1000001130E+01      0.9999999981E+00      0.7115210200E-02      0.4743088187E-02      0.1405440033E+03      0.4497975759E-01      0.9996001200E+00
       0.9281939927E-01      0.9996001599E+00      0.9994654801E+00      0.9999974879E+00      0.9994679908E+00      0.1000532292E+01      0.1082649468E+00      0.1000001142E+01      0.9999999915E+00      0.8620038622E-02      0.5746071917E-02      0.1160087864E+03      0.5193036289E-01      0.9994668800E+00
       0.9998333371E-01      0.9995002499E+00      0.9993321071E+00      0.9999973275E+00      0.9993347778E+00      0.1000665665E+01      0.1256219682E+00      0.1000001158E+01      0.9999999832E+00      0.1000333660E-01      0.6667992428E-02      0.9996667904E+02      0.5805120635E-01      0.9993336666E+00
       0.1062446044E+00      0.9994003598E+00      0.9991987251E+00      0.9999971314E+00      0.9992015914E+00      0.1000799047E+01      0.1418483026E+00      0.1000001178E+01      0.9999999731E+00      0.1129695463E-01      0.7530086399E-02      0.8851947431E+02      0.6358237758E-01      0.9992004799E+00
       0.1118427925E+00      0.9993004897E+00      0.9990653343E+00      0.9999968997E+00      0.9990684317E+00      0.1000932437E+01      0.1571905342E+00      0.1000001201E+01      0.9999999613E+00      0.1252049768E-01      0.8345426083E-02      0.7986908221E+02      0.6866652296E-01      0.9990673198E+00
       0.1169295215E+00      0.9992006395E+00      0.9989319346E+00      0.9999966324E+00      0.9989352986E+00      0.1001065836E+01      0.1718140765E+00      0.1000001228E+01      0.9999999476E+00      0.1368711493E-01      0.9122779414E-02      0.7306147891E+02      0.7339659875E-01      0.9989341864E+00
       0.1216075487E+00      0.9991008093E+00      0.9987985261E+00      0.9999963295E+00      0.9988021922E+00      0.1001199244E+01      0.1858366975E+00      0.1000001259E+01      0.9999999321E+00      0.1480616650E-01      0.9868387969E-02      0.6753950019E+02      0.7783718250E-01      0.9988010796E+00
       0.1259501102E+00      0.9990009990E+00      0.9986651086E+00      0.9999959909E+00      0.9986691123E+00      0.1001332661E+01      0.1993460015E+00      0.1000001293E+01      0.9999999149E+00      0.1588461399E-01      0.1058689405E-01      0.6295408499E+02      0.8203529992E-01      0.9986679995E+00
       0.1300114596E+00      0.9989012087E+00      0.9985316823E+00      0.9999956167E+00      0.9985360592E+00      0.1001466087E+01      0.2124093889E+00      0.1000001330E+01      0.9999998959E+00      0.1692781255E-01      0.1128186886E-01      0.5907447381E+02      0.8602645702E-01      0.9985349460E+00
       0.1338330394E+00      0.9988014383E+00      0.9983982471E+00      0.9999952068E+00      0.9984030326E+00      0.1001599522E+01      0.2250801219E+00      0.1000001371E+01      0.9999998750E+00      0.1793999331E-01      0.1195613407E-01      0.5574148822E+02      0.8983824266E-01      0.9984019191E+00
       0.1374473053E+00      0.9987016878E+00      0.9982648031E+00      0.9999947613E+00      0.9982700327E+00      0.1001732965E+01      0.2374012155E+00      0.1000001416E+01      0.9999998524E+00      0.1892457284E-01      0.1261196822E-01      0.5284147061E+02      0.9349260017E-01      0.9982689188E+00
